City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Aklavik,CA,2021-10-10 20:18:07,68.2191,-135.0107,30.92,81,100,10.13
1,Ushuaia,AR,2021-10-10 20:18:08,-54.8,-68.3,51.46,35,40,24.16
2,Kaitong,CN,2021-10-10 20:18:10,44.8135,123.15,42.01,51,0,7.99
3,Port Said,EG,2021-10-10 20:18:10,31.2565,32.2841,77.4,69,0,13.67
4,Sao Filipe,CV,2021-10-10 20:18:12,14.8961,-24.4956,81.39,70,0,5.61
5,Rikitea,PF,2021-10-10 20:18:13,-23.1203,-134.9692,74.64,81,95,18.81
6,Carnarvon,AU,2021-10-10 20:18:14,-24.8667,113.6333,62.67,82,0,14.97
7,Albany,US,2021-10-10 20:18:15,42.6001,-73.9662,67.17,77,97,1.01
8,Lebu,CL,2021-10-10 20:18:16,-37.6167,-73.65,55.54,72,17,10.78
9,Avarua,CK,2021-10-10 20:18:18,-21.2078,-159.775,77.05,73,100,9.22
10,Riyadh,SA,2021-10-10 20:18:19,24.6877,46.7219,82.54,16,0,6.6
11,Ndele,CF,2021-10-10 20:18:20,8.4109,20.6473,73.4,95,100,4.25
12,Bengkulu,ID,2021-10-10 20:17:21,-3.8004,102.2655,75.52,90,94,4.16
13,Vaini,TO,2021-10-10 20:18:22,-21.2,-175.2,75.36,88,75,4.61
14,Ribeira Grande,PT,2021-10-10 20:18:24,38.5167,-28.7,73.8,88,40,16.11
15,Ponta Do Sol,PT,2021-10-10 20:18:25,32.6667,-17.1,73.0,72,19,4.25
16,Atuona,PF,2021-10-10 20:18:27,-9.8,-139.0333,78.28,77,48,19.26
17,Nouadhibou,MR,2021-10-10 20:18:28,20.931,-17.0347,69.78,83,0,16.11
18,Klaksvik,FO,2021-10-10 20:18:29,62.2266,-6.589,41.92,72,100,21.45
19,Punta Arenas,CL,2021-10-10 20:18:31,-53.15,-70.9167,51.91,37,20,34.52
20,Cape Town,ZA,2021-10-10 20:15:39,-33.9258,18.4232,65.12,70,0,4.61
21,Aykhal,RU,2021-10-10 20:18:33,66.0,111.5,20.12,94,100,13.76
22,Provideniya,RU,2021-10-10 20:18:34,64.3833,-173.3,32.11,74,75,6.71
23,Nizhniy Tsasuchey,RU,2021-10-10 20:18:36,50.5167,115.1333,37.63,58,0,5.57
24,Qaanaaq,GL,2021-10-10 20:18:36,77.484,-69.3632,29.62,90,100,8.3
25,Talnakh,RU,2021-10-10 20:18:37,69.4865,88.3972,20.71,96,93,5.41
26,Sterling,US,2021-10-10 20:18:39,39.0062,-77.4286,72.77,87,90,8.01
27,Byron Bay,AU,2021-10-10 20:18:40,-28.65,153.6167,69.91,84,27,12.88
28,Aanekoski,FI,2021-10-10 20:18:40,62.6946,25.818,50.07,100,100,11.36
29,Thompson,CA,2021-10-10 20:18:42,55.7435,-97.8558,50.16,81,75,4.61
30,Butaritari,KI,2021-10-10 20:18:42,3.0707,172.7902,81.23,70,65,11.32
31,Busselton,AU,2021-10-10 20:18:44,-33.65,115.3333,54.09,75,94,14.54
32,Bloemfontein,ZA,2021-10-10 20:18:45,-29.1211,26.214,56.68,51,0,8.05
33,Inuvik,CA,2021-10-10 20:18:46,68.3499,-133.7218,30.96,100,90,5.75
34,Naze,JP,2021-10-10 20:18:48,28.3667,129.4833,76.89,87,63,16.11
35,Harper,LR,2021-10-10 20:18:48,4.375,-7.7169,77.86,89,97,9.89
36,Taunggyi,MM,2021-10-10 20:18:49,20.7833,97.0333,63.14,97,100,2.66
37,Saint George,US,2021-10-10 20:18:50,37.1041,-113.5841,72.07,32,1,1.99
38,Airai,TL,2021-10-10 20:18:50,-8.9266,125.4092,60.62,71,100,1.1
39,Sri Aman,MY,2021-10-10 20:18:51,1.2376,111.4621,73.45,94,100,0.0
40,Cayenne,GF,2021-10-10 20:18:51,4.9333,-52.3333,86.04,76,0,3.0
41,Grand Gaube,MU,2021-10-10 20:18:52,-20.0064,57.6608,72.0,91,98,5.01
42,Cairns,AU,2021-10-10 20:14:16,-16.9167,145.7667,69.75,90,5,6.91
43,Port Lincoln,AU,2021-10-10 20:18:54,-34.7333,135.8667,49.42,65,4,9.84
44,Yellowknife,CA,2021-10-10 20:18:55,62.456,-114.3525,38.41,100,90,14.97
45,Montague,US,2021-10-10 20:18:56,42.5356,-72.5351,64.49,75,100,3.74
46,Mulege,MX,2021-10-10 20:18:57,26.8833,-111.9833,86.32,30,0,14.65
47,Mana,GF,2021-10-10 20:18:58,5.6592,-53.7767,82.92,77,100,11.03
48,Mataura,NZ,2021-10-10 20:19:00,-46.1927,168.8643,47.48,83,100,2.13
49,Tiarei,PF,2021-10-10 20:19:00,-17.5333,-149.3333,84.22,75,30,9.28
50,Kovdor,RU,2021-10-10 20:19:02,67.5662,30.4758,45.1,98,100,2.06
51,Weinan,CN,2021-10-10 20:19:03,34.5036,109.5089,46.09,86,100,1.16
52,Irituia,BR,2021-10-10 20:19:03,-1.7711,-47.4381,80.42,78,78,4.07
53,Salinopolis,BR,2021-10-10 20:19:05,-0.6136,-47.3561,82.99,71,75,13.87
54,Pinyug,RU,2021-10-10 20:19:06,60.251,47.7842,45.57,91,100,6.78
55,Jamestown,US,2021-10-10 20:15:36,42.097,-79.2353,72.99,70,40,8.01
56,Puerto Escondido,MX,2021-10-10 20:19:08,15.85,-97.0667,88.63,55,40,8.05
57,Mhango,TZ,2021-10-10 20:19:09,-3.2833,32.85,75.83,60,37,5.99
58,Clarksburg,US,2021-10-10 20:19:10,39.2807,-80.3445,82.31,49,1,3.44
59,Milkovo,RU,2021-10-10 20:19:11,54.7167,158.6167,32.79,76,100,4.07
60,Leningradskiy,RU,2021-10-10 20:19:13,69.3833,178.4167,19.51,90,100,4.47
61,Igmaya-An,PH,2021-10-10 20:19:14,10.5499,123.2206,71.55,96,100,10.13
62,Azul,AR,2021-10-10 20:19:15,-36.777,-59.8585,66.34,78,100,8.05
63,East London,ZA,2021-10-10 20:15:29,-33.0153,27.9116,60.58,68,5,17.09
64,Rocha,UY,2021-10-10 20:19:16,-34.4833,-54.3333,60.4,76,100,13.06
65,San Quintin,MX,2021-10-10 20:19:18,30.4833,-115.95,73.02,54,0,9.89
66,Praia,CV,2021-10-10 20:19:19,14.9215,-23.5087,79.34,78,0,19.57
67,Yerofey Pavlovich,RU,2021-10-10 20:19:20,53.9667,121.9667,31.15,79,1,5.01
68,Barrow,US,2021-10-10 20:19:22,71.2906,-156.7887,28.42,74,90,8.05
69,Flinders,AU,2021-10-10 20:19:23,-34.5833,150.8552,51.21,87,100,3.0
70,New Norfolk,AU,2021-10-10 20:19:24,-42.7826,147.0587,42.93,73,85,2.37
71,Mehamn,NO,2021-10-10 20:19:24,71.0357,27.8492,42.98,93,40,9.22
72,Cabo San Lucas,MX,2021-10-10 20:19:26,22.8909,-109.9124,95.61,62,40,5.01
73,Castro,BR,2021-10-10 20:19:27,-24.7911,-50.0119,58.26,92,100,9.64
74,Saldanha,ZA,2021-10-10 20:19:28,-33.0117,17.9442,62.65,60,83,9.53
75,Yar-Sale,RU,2021-10-10 20:19:30,66.8333,70.8333,27.97,77,38,10.4
76,Geraldton,AU,2021-10-10 20:19:32,-28.7667,114.6,48.61,93,14,6.91
77,Kankon,IN,2021-10-10 20:19:33,15.0167,74.0167,78.6,89,40,3.29
78,Khatanga,RU,2021-10-10 20:19:33,71.9667,102.5,16.77,96,100,4.85
79,Kruisfontein,ZA,2021-10-10 20:19:35,-34.0033,24.7314,53.51,75,14,7.47
80,Ulladulla,AU,2021-10-10 20:15:16,-35.35,150.4667,46.87,83,100,10.16
81,Codrington,AU,2021-10-10 20:19:37,-38.2667,141.9667,47.21,70,76,10.54
82,Bambous Virieux,MU,2021-10-10 20:19:38,-20.3428,57.7575,71.85,94,75,6.91
83,Tutoia,BR,2021-10-10 20:19:39,-2.7619,-42.2744,84.18,72,10,13.91
84,Hobart,AU,2021-10-10 20:16:45,-42.8794,147.3294,43.27,83,20,8.05
85,Luena,AO,2021-10-10 20:19:41,-11.7833,19.9167,74.14,33,22,2.68
86,Puerto Ayora,EC,2021-10-10 20:19:42,-0.7393,-90.3518,76.96,80,66,8.01
87,Lata,PT,2021-10-10 20:19:44,40.1629,-8.3327,68.07,50,16,4.34
88,Tasiilaq,GL,2021-10-10 20:19:45,65.6145,-37.6368,33.96,59,1,2.59
89,Port Alfred,ZA,2021-10-10 20:19:47,-33.5906,26.891,60.87,68,11,24.83
90,Vao,NC,2021-10-10 20:19:48,-22.6667,167.4833,69.64,63,4,14.92
91,Fairbanks,US,2021-10-10 20:16:23,64.8378,-147.7164,36.3,95,90,0.0
92,Constitucion,CL,2021-10-10 20:19:49,-35.3333,-72.4167,60.89,59,0,15.95
93,Esperance,AU,2021-10-10 20:19:50,-33.8667,121.9,57.78,47,100,20.62
94,Gotsu,JP,2021-10-10 20:19:51,35.0,132.2167,70.21,83,12,6.4
95,Lockport,US,2021-10-10 20:19:51,41.5895,-88.0578,85.33,63,1,9.22
96,Hambantota,LK,2021-10-10 20:19:53,6.1241,81.1185,79.99,81,100,17.94
97,Vila Velha,BR,2021-10-10 20:19:53,-20.3297,-40.2925,69.75,94,90,2.3
98,Verkhoyansk,RU,2021-10-10 20:19:54,67.5447,133.385,34.09,62,100,5.32
99,Tual,ID,2021-10-10 20:19:56,-5.6667,132.75,82.22,76,100,2.3
100,Opuwo,NA,2021-10-10 20:19:56,-18.0607,13.84,80.42,13,0,5.93
101,Poum,NC,2021-10-10 20:19:58,-20.2333,164.0167,73.27,66,12,21.23
102,Torbay,CA,2021-10-10 20:19:58,47.6666,-52.7314,47.28,76,40,21.85
103,Kampen,NL,2021-10-10 20:20:00,52.555,5.9111,58.05,86,78,4.32
104,Sadiqabad,PK,2021-10-10 20:20:02,28.3062,70.1307,83.98,15,0,10.54
105,Biloela,AU,2021-10-10 20:20:02,-24.4167,150.5,62.82,88,0,0.18
106,Saint-Philippe,RE,2021-10-10 20:20:03,-21.3585,55.7679,71.15,88,11,7.61
107,Sobolevo,RU,2021-10-10 20:20:04,54.4299,31.8996,39.81,71,100,4.38
108,Korla,CN,2021-10-10 20:20:05,41.7597,86.1469,47.53,42,84,1.41
109,Balykshi,KZ,2021-10-10 20:20:06,47.0667,51.8667,39.2,70,0,4.47
110,Norman Wells,CA,2021-10-10 20:20:07,65.282,-126.8329,32.04,93,75,12.66
111,Georgetown,MY,2021-10-10 20:20:08,5.4112,100.3354,79.9,88,20,0.0
112,Bluff,NZ,2021-10-10 20:20:09,-46.6,168.3333,46.8,91,100,7.52
113,Bredasdorp,ZA,2021-10-10 20:20:09,-34.5322,20.0403,62.28,85,54,3.31
114,Pringsewu,ID,2021-10-10 20:20:11,-5.3582,104.9744,74.73,95,100,3.83
115,Sabha,LY,2021-10-10 20:20:12,27.0377,14.4283,79.68,12,0,12.71
116,Longyearbyen,SJ,2021-10-10 20:20:13,78.2186,15.6401,22.84,86,75,6.91
117,Alofi,NU,2021-10-10 20:20:15,-19.0595,-169.9187,75.09,94,90,2.3
118,Ancud,CL,2021-10-10 20:20:16,-41.8697,-73.8203,55.42,76,100,7.96
119,Lang Son,VN,2021-10-10 20:20:18,21.8333,106.7333,71.28,99,100,5.01
120,Tiksi,RU,2021-10-10 20:20:19,71.6872,128.8694,28.65,97,100,5.46
121,Sotouboua,TG,2021-10-10 20:20:20,8.5667,0.9833,73.81,92,56,4.97
122,Maceio,BR,2021-10-10 20:20:22,-9.6658,-35.7353,81.84,78,20,12.66
123,Arraial Do Cabo,BR,2021-10-10 20:20:23,-22.9661,-42.0278,66.16,94,90,13.8
124,Tabou,CI,2021-10-10 20:20:25,4.423,-7.3528,78.03,89,100,9.19
125,Sembe,CG,2021-10-10 20:20:26,1.6481,14.5806,70.56,99,100,3.36
126,Itarema,BR,2021-10-10 20:20:28,-2.9248,-39.9167,81.16,72,6,18.39
127,Saint-Joseph,RE,2021-10-10 20:20:29,-21.3667,55.6167,70.16,84,5,7.49
128,Bongandanga,CD,2021-10-10 20:20:31,1.5,21.05,72.0,89,90,3.4
129,Pacific Grove,US,2021-10-10 20:20:33,36.6177,-121.9166,82.62,71,1,1.01
130,Yulara,AU,2021-10-10 20:20:34,-25.2406,130.9889,53.44,71,3,9.22
131,Hilo,US,2021-10-10 20:20:34,19.7297,-155.09,78.28,91,90,5.75
132,Cidreira,BR,2021-10-10 20:20:36,-30.1811,-50.2056,65.62,77,100,18.95
133,Taltal,CL,2021-10-10 20:20:37,-25.4,-70.4833,67.15,51,12,6.06
134,Fukue,JP,2021-10-10 20:20:39,32.6881,128.8419,77.45,74,3,0.76
135,Linkoping,SE,2021-10-10 20:20:39,58.4109,15.6216,49.98,80,90,6.91
136,Pitimbu,BR,2021-10-10 20:20:40,-7.4706,-34.8086,81.19,76,55,8.99
137,Faanui,PF,2021-10-10 20:20:42,-16.4833,-151.75,78.94,75,24,12.88
138,Sao Miguel Do Araguaia,BR,2021-10-10 20:20:43,-13.275,-50.1628,94.93,27,80,3.2
139,Soritor,PE,2021-10-10 20:20:45,-6.1392,-77.1039,78.87,78,81,1.97
140,Hobyo,SO,2021-10-10 20:20:46,5.3505,48.5268,78.84,88,42,18.12
141,Haines Junction,CA,2021-10-10 20:20:48,60.7522,-137.5108,35.55,69,29,3.44
142,Port Elizabeth,ZA,2021-10-10 20:20:49,-33.918,25.5701,61.09,72,40,18.41
143,Maroantsetra,MG,2021-10-10 20:20:51,-15.4333,49.7333,67.5,81,32,0.54
144,Ziro,IN,2021-10-10 20:20:52,27.6333,93.8333,54.03,96,9,2.21
145,Hirara,JP,2021-10-10 20:20:05,24.8,125.2833,81.88,85,100,34.05
146,Hopewell,US,2021-10-10 20:20:52,37.3043,-77.2872,78.71,83,99,10.71
147,Narsaq,GL,2021-10-10 20:20:53,60.9167,-46.05,34.02,47,34,0.31
148,Port Shepstone,ZA,2021-10-10 20:20:55,-30.7414,30.455,63.07,56,100,5.12
149,Severo-Yeniseyskiy,RU,2021-10-10 20:20:56,60.3725,93.0408,22.08,88,100,7.52
150,Tuatapere,NZ,2021-10-10 20:20:58,-46.1333,167.6833,46.81,96,100,4.25
151,Ostrovnoy,RU,2021-10-10 20:20:58,68.0531,39.5131,42.73,94,100,4.7
152,Vikravandi,IN,2021-10-10 20:21:00,12.0333,79.55,78.91,83,99,6.51
153,Chumikan,RU,2021-10-10 20:21:00,54.7183,135.315,37.94,93,100,6.87
154,Reforma,MX,2021-10-10 20:21:01,18.1,-91.0167,88.23,67,81,3.36
155,Laguna,US,2021-10-10 20:21:02,38.421,-121.4238,80.06,38,1,1.99
156,Kapaa,US,2021-10-10 20:21:03,22.0752,-159.319,80.92,70,40,5.99
157,Wanxian,CN,2021-10-10 20:21:05,30.8039,108.3897,61.99,92,100,5.55
158,Tuktoyaktuk,CA,2021-10-10 20:21:05,69.4541,-133.0374,30.2,86,90,8.05
159,Dikson,RU,2021-10-10 20:21:06,73.5069,80.5464,29.89,66,100,22.97
160,Lompoc,US,2021-10-10 20:21:08,34.6391,-120.4579,85.21,50,1,13.8
161,Victoria,HK,2021-10-10 20:19:43,22.2855,114.1577,81.32,88,100,5.99
162,Namibe,AO,2021-10-10 20:21:09,-15.1961,12.1522,68.86,85,79,6.46
163,Les Cayes,HT,2021-10-10 20:21:11,18.2,-73.75,85.41,64,80,8.23
164,Camopi,GF,2021-10-10 20:21:12,3.1655,-52.3158,86.05,56,98,3.29
165,Ilhabela,BR,2021-10-10 20:21:13,-23.7781,-45.3581,68.13,94,100,8.19
166,Evensk,RU,2021-10-10 20:21:15,61.95,159.2333,25.39,78,99,5.03
167,Delmas,HT,2021-10-10 20:21:16,18.5447,-72.3028,88.52,58,98,11.5
168,Half Moon Bay,US,2021-10-10 20:21:18,37.4636,-122.4286,81.81,62,1,0.0
169,Kamen-Na-Obi,RU,2021-10-10 20:21:19,53.7884,81.3423,41.85,81,100,7.38
170,Pisco,PE,2021-10-10 20:21:20,-13.7,-76.2167,68.05,68,0,6.91
171,Abu Dhabi,AE,2021-10-10 20:17:52,24.4667,54.3667,89.62,58,0,6.91
172,Katsuura,JP,2021-10-10 20:19:01,35.1333,140.3,71.71,72,80,12.97
173,Hermanus,ZA,2021-10-10 20:21:23,-34.4187,19.2345,64.9,68,97,8.99
174,Kawalu,ID,2021-10-10 20:21:24,-7.3817,108.2082,70.16,97,55,0.49
175,Souillac,MU,2021-10-10 20:21:25,-20.5167,57.5167,71.98,94,75,6.91
176,Hede,CN,2021-10-10 20:21:27,33.7681,120.2517,61.65,81,100,13.51
177,Meulaboh,ID,2021-10-10 20:21:27,4.1363,96.1285,76.44,88,100,3.42
178,Ngunguru,NZ,2021-10-10 20:21:27,-35.6167,174.5,56.16,70,7,6.15
179,Panji,ID,2021-10-10 20:21:28,-7.7253,114.0995,75.97,78,73,6.49
180,Pilar,BR,2021-10-10 20:21:28,-9.5972,-35.9567,80.53,72,100,9.57
181,Kushima,JP,2021-10-10 20:21:30,31.4583,131.2333,78.12,94,30,4.16
182,Sandakan,MY,2021-10-10 20:20:48,5.8402,118.1179,80.28,89,20,4.61
183,Pachino,IT,2021-10-10 20:21:31,36.7186,15.0907,63.59,56,0,16.31
184,Jacksonville,US,2021-10-10 20:21:20,30.3322,-81.6556,83.05,66,40,1.99
185,Praia Da Vitoria,PT,2021-10-10 20:21:33,38.7333,-27.0667,72.75,94,75,16.26
186,Chapais,CA,2021-10-10 20:21:34,49.7834,-74.8492,58.78,92,100,7.85
187,Nome,US,2021-10-10 20:19:57,64.5011,-165.4064,34.16,80,75,3.44
188,Kodiak,US,2021-10-10 20:21:36,57.79,-152.4072,45.91,61,1,3.44
189,Lavrentiya,RU,2021-10-10 20:21:37,65.5833,-171.0,28.02,81,26,3.44
190,Port Hedland,AU,2021-10-10 20:21:39,-20.3167,118.5667,66.25,45,73,10.36
191,Troitskiy,RU,2021-10-10 20:21:39,57.0603,63.7481,29.41,65,79,1.3
192,Nemuro,JP,2021-10-10 20:21:16,43.3236,145.575,63.07,91,100,34.83
193,Doka,SD,2021-10-10 20:21:41,13.5167,35.7667,80.04,65,100,4.32
194,Port-Cartier,CA,2021-10-10 20:21:42,50.0334,-66.8654,53.82,77,71,2.1
195,Potiskum,NG,2021-10-10 20:21:43,11.7091,11.0694,84.24,22,100,3.29
196,Taloqan,AF,2021-10-10 20:21:45,36.7361,69.5345,44.64,49,0,2.68
197,Dingle,PH,2021-10-10 20:21:45,10.9995,122.6711,76.57,92,93,9.26
198,Port Blair,IN,2021-10-10 20:21:46,11.6667,92.75,80.87,84,100,17.2
199,Ornskoldsvik,SE,2021-10-10 20:21:46,63.2909,18.7153,53.42,100,75,4.61
200,Ust-Kulom,RU,2021-10-10 20:21:48,61.6864,53.6902,36.1,95,100,6.76
201,Wattegama,LK,2021-10-10 20:21:49,6.7989,81.4808,76.71,81,100,6.17
202,Pak Kret,TH,2021-10-10 20:21:49,13.913,100.4988,83.98,85,20,5.75
203,Abha,SA,2021-10-10 20:21:50,18.2164,42.5053,67.82,24,0,10.36
204,Nanortalik,GL,2021-10-10 20:21:51,60.1432,-45.2371,36.37,62,8,0.16
205,Kieta,PG,2021-10-10 20:21:52,-6.2167,155.6333,78.37,85,89,2.91
206,Guangyuan,CN,2021-10-10 20:21:55,32.442,105.823,51.31,85,100,5.3
207,Palmer,US,2021-10-10 20:21:55,42.1584,-72.3287,63.95,70,90,1.99
208,Buraydah,SA,2021-10-10 20:21:56,26.326,43.975,84.65,15,0,7.31
209,Diglur,IN,2021-10-10 20:21:58,18.55,77.6,73.71,78,77,1.5
210,Padang,ID,2021-10-10 20:17:06,-0.9492,100.3543,75.34,96,100,1.74
211,Port Hardy,CA,2021-10-10 20:21:58,50.6996,-127.4199,51.8,87,75,4.61
212,Gushikawa,JP,2021-10-10 20:21:59,26.3544,127.8686,82.4,86,40,17.27
213,Zhezkazgan,KZ,2021-10-10 20:22:00,47.8043,67.7144,46.81,46,92,8.84
214,Huaraz,PE,2021-10-10 20:22:00,-9.5333,-77.5333,66.04,51,76,2.28
215,Naraini,IN,2021-10-10 20:22:01,25.1833,80.4833,76.84,56,4,2.73
216,Buala,SB,2021-10-10 20:22:02,-8.145,159.5921,80.06,83,97,4.88
217,Marsh Harbour,BS,2021-10-10 20:22:04,26.5412,-77.0636,82.81,61,21,4.32
218,Abu Kamal,SY,2021-10-10 20:22:05,34.4506,40.9171,78.42,18,0,2.73
219,Pasighat,IN,2021-10-10 20:22:06,28.0667,95.3333,75.07,87,7,3.11
220,Marshall,US,2021-10-10 20:22:06,34.3834,-86.3333,85.32,65,1,0.0
221,Pevek,RU,2021-10-10 20:22:07,69.7008,170.3133,22.14,92,100,7.65
222,Sadri,IN,2021-10-10 20:22:09,25.1833,73.4333,80.91,55,19,5.61
223,Sitka,US,2021-10-10 20:22:09,57.0531,-135.33,48.09,76,20,5.75
224,Elliot Lake,CA,2021-10-10 20:22:11,46.3834,-82.6331,64.49,95,100,10.33
225,San Antonio,US,2021-10-10 20:22:11,29.4241,-98.4936,93.9,57,20,16.11
226,Srednekolymsk,RU,2021-10-10 20:22:13,67.45,153.6833,7.45,95,27,3.15
227,Fortuna,US,2021-10-10 20:22:14,40.5982,-124.1573,69.42,61,96,1.01
228,Alice Springs,AU,2021-10-10 20:22:15,-23.7,133.8833,53.15,100,90,8.05
229,Katherine,AU,2021-10-10 20:22:16,-14.4667,132.2667,82.72,65,40,5.75
230,Clyde River,CA,2021-10-10 20:22:16,70.4692,-68.5914,37.63,75,90,5.75
231,Suez,EG,2021-10-10 20:18:04,29.9737,32.5263,70.92,75,0,11.27
232,Upernavik,GL,2021-10-10 20:22:18,72.7868,-56.1549,32.99,98,100,12.15
233,Ayagoz,KZ,2021-10-10 20:22:20,47.9714,80.4392,41.34,72,100,11.34
234,Yaan,NG,2021-10-10 20:22:20,7.3833,8.5667,74.1,93,84,6.04
235,Sambava,MG,2021-10-10 20:22:21,-14.2667,50.1667,69.96,78,62,12.44
236,Kendal,GB,2021-10-10 20:22:23,54.3268,-2.7476,52.74,89,94,4.18
237,Sayyan,YE,2021-10-10 20:22:24,15.1718,44.3244,62.89,37,88,12.75
238,Puerto Ayacucho,VE,2021-10-10 20:22:25,5.6639,-67.6236,81.54,83,100,4.79
239,Pervomayskoye,RU,2021-10-10 20:22:27,43.919,46.7102,54.75,73,81,10.6
240,The Valley,AI,2021-10-10 20:22:28,18.217,-63.0578,84.09,78,40,13.8
241,Pargolovo,RU,2021-10-10 20:22:29,60.0869,30.2718,52.66,78,49,10.09
242,Chicama,PE,2021-10-10 20:22:31,-7.8447,-79.1469,59.54,65,37,10.09
243,Mae Chan,TH,2021-10-10 20:20:13,20.1467,99.8526,73.06,98,100,1.39
244,Juneau,US,2021-10-10 20:22:32,58.3019,-134.4197,46.4,95,90,3.44
245,Ilulissat,GL,2021-10-10 20:22:34,69.2167,-51.1,33.82,80,40,3.44
246,Nishihara,JP,2021-10-10 20:22:36,26.1842,127.7558,82.45,89,75,20.71
247,Muros,ES,2021-10-10 20:22:36,42.7762,-9.0603,69.84,57,0,13.15
248,Hithadhoo,MV,2021-10-10 20:22:37,-0.6,73.0833,82.9,67,98,12.21
249,Maun,BW,2021-10-10 20:22:38,-19.9833,23.4167,72.55,53,0,16.78
250,Lorengau,PG,2021-10-10 20:22:39,-2.0226,147.2712,80.55,77,99,3.42
251,Saint Anthony,US,2021-10-10 20:22:39,45.0205,-93.218,72.25,61,90,5.01
252,Gamba,GA,2021-10-10 20:22:40,-2.65,10.0,76.19,83,100,5.23
253,Road Town,VG,2021-10-10 20:22:42,18.4167,-64.6167,84.29,74,40,11.5
254,Hualmay,PE,2021-10-10 20:22:43,-11.0964,-77.6139,67.87,77,44,10.31
255,Utena,LT,2021-10-10 20:22:45,55.5,25.6,39.69,82,6,7.45
256,Vanimo,PG,2021-10-10 20:22:46,-2.6741,141.3028,79.03,89,100,3.27
257,Dong Xoai,VN,2021-10-10 20:22:46,11.5333,106.9167,74.21,99,100,1.72
258,San Ramon,US,2021-10-10 20:22:46,37.7799,-121.978,80.31,41,1,1.99
259,Takoradi,GH,2021-10-10 20:22:48,4.8845,-1.7554,76.78,90,100,10.63
260,Baijiantan,CN,2021-10-10 20:22:49,45.6333,85.1833,53.64,30,100,11.83
261,Malanville,BJ,2021-10-10 20:22:50,11.8685,3.3899,85.19,41,26,5.75
262,Christchurch,NZ,2021-10-10 20:20:13,-43.5333,172.6333,53.8,85,100,6.91
263,Butoiesti,RO,2021-10-10 20:22:51,44.5833,23.3667,49.08,37,100,12.19
264,Shingu,JP,2021-10-10 20:18:07,33.7333,135.9833,67.84,90,0,4.59
265,Asau,RO,2021-10-10 20:22:53,46.4333,26.4,41.76,78,18,2.48
266,Bethel,US,2021-10-10 20:22:54,41.3712,-73.414,64.76,89,90,1.01
267,Georgiyevka,KZ,2021-10-10 20:22:55,43.0369,74.7114,42.84,87,75,4.47
268,Acarau,BR,2021-10-10 20:22:15,-2.8856,-40.12,81.45,73,7,20.38
269,Portland,US,2021-10-10 20:22:56,45.5234,-122.6762,60.84,77,75,1.01
270,Betioky,MG,2021-10-10 20:22:56,-23.7167,44.3833,66.15,81,59,4.76
271,Bakchar,RU,2021-10-10 20:22:59,57.0186,82.0711,26.65,82,98,3.8
272,Le Creusot,FR,2021-10-10 20:23:00,46.8071,4.4163,46.94,86,3,4.05
273,Lagoa,PT,2021-10-10 20:23:01,39.05,-27.9833,71.08,86,100,23.24
274,Pangnirtung,CA,2021-10-10 20:23:03,66.1451,-65.7125,30.2,100,90,5.75
275,Baykit,RU,2021-10-10 20:23:04,61.67,96.37,23.56,83,83,6.58
276,Salalah,OM,2021-10-10 20:23:06,17.0151,54.0924,80.69,83,75,5.75
277,Berbera,SO,2021-10-10 20:23:07,10.4396,45.0143,89.26,61,17,4.63
278,Bathsheba,BB,2021-10-10 20:23:09,13.2167,-59.5167,81.21,89,75,14.97
279,Dabat,ET,2021-10-10 20:23:10,12.9842,37.765,55.08,76,21,3.27
280,Port Hawkesbury,CA,2021-10-10 20:23:12,45.6169,-61.3485,58.91,67,1,3.0
281,Panzhihua,CN,2021-10-10 20:18:32,26.5851,101.7128,67.21,85,100,2.73
